MSI_DO_YOU_AGREE,"Do you agree?"
MSI_USA_LOGINERRORMSG_UNKNOWN,"UNKNOWN ERROR:%d"
MSI_USA_LOGINERRORMSG_NOT_USER,"NOT USER"
MSI_USA_LOGINERRORMSG_ID_BLOCK,"THIS ACCOUNT ID IS BLOCKED"
MSI_USA_LOGINERRORMSG_ID_INACTIVAT,"COUNTRY REJECT (OR NOT AVALIABLE USER )"
MSI_USA_LOGINERRORMSG_PASSWORD,"NOT MATCH PASSWORD"
MSI_USA_LOGINERRORMSG_EMAIL_CERT,"NOT EMAIL CERT"
MSI_USA_LOGINERRORMSG_PAYPAL_BLOCK1,"PAYPAL BLOCK"
MSI_USA_LOGINERRORMSG_COUNTRY_REJECT,"COUNTRY REJECT"
MSI_USA_LOGINERRORMSG_PAYPAL_BLOCK2,"PAYPAL BLOCK"
MSI_USA_LOGINERRORMSG_WEB_BLOCK,"WEB BLOCK"
MSI_USA_LOGINERRORMSG_AGE,"AGE LIMIT USER"
MSI_USA_LOGINERRORMSG_PASSWORD_CHANGE,"PASSWORD HAS NOT BEEN CHANGED FOR MORE THAN 90DAYS"
MSI_USA_LOGINERRORMSG_INPUTDATA,"INPUT DATA ERROR"
MSI_USA_LOGINERRORMSG_DATABASE,"ERROR DATABASE"
MSI_USA_LOGINERRORMSG_SYSTEM,"ERROR SYSTEM"
MSI_PAY_BY_ITEM,"Use %s"
MSI_PRIVATE_AIRPLANE_PAYMENT,"Payment"
MSI_PRIVATE_AIRPLANE_FAILED_ISNOT_STARTABLE_MAP,"This map isn't available for restart."
MSI_PRIVATE_AIRPLANE_FAILED_ISNOT_ENDABLE_MAP,"You can't teleport in this map"
MSI_PRIVATE_AIRPLANE_FAILED_NOT_ENOUGH_ITEM,"Insufficient item."
MSI_ENTER_ONE_LINE_WITHOUT_LINE_BREAKS,"Please enter one line without line breaks."
MSI_CANNOT_REGISTER_NAME_THAT_CONTAINS_BADWORDS,"Names with bad words can not be registered."
MSI_CREATE_ACCOUNT,"Go to the official website for membership."
MSI_TOKENAGENCY_SERVER_CONNECTION_FAILED,"Token Agency Server connection failed"
MSI_SELECTCHARWND_BILLING_INFO,"Billing information"
MSI_SELECTCHARWND_RESERVE_TO_DEL_CHAR,"Delete reservation"
MSI_SELECTCHARWND_CANCEL_TO_RESERVE_CHAR,"Cancel reservation"
MSI_SELECTCHARWND_START_GAME,"Game start"
MSI_SELECTCHARWND_DELETE,"Delete"
MSI_SELECTCHARWND_CHARACTER_LIST,"Character List"
MSI_SELECTCHARWND_NOTICE,"Notice"
MSI_MAKECHARWND_CREATE,"Create"
MSI_MAKECHARWND_HAIR_STYLE,"Hair Style"
MSI_MAKECHARWND_HAIR_COLOR,"Hair Color"
MSI_MAKECHARWND_DOUBLECHECK_NAME,"Check availability"
MSI_DATE_HH_MM_SS,"%02d:%02d:%02d"
MSI_INPUT_TIME_EXCEEDED_SIGN_IN_AGAIN,"MOTP Input time exceeded. Please log in again from the beginning."
MSI_MAKECHARWND_CLOSE,"Return"
MSI_PRIVATE_AIRPLANE_FAILED_USE_ITEM,"You can not use items."
MSI_PRIVATE_AIRPLANE_FAILED_SAME_MAP,"Can not move to the same map."
MSI_PRIVATE_AIRPLANE_FAILED_DEAD_STATE,"It is impossible to move when your character KO'ed"
MSI_MAKECHARWND_TITLE,"Character Creation"
MSI_REGISTER_ADVENTURER_AGENCY,"Register in the Adventurer\'s Agency"
MSI_REGISTER_ADVENTURER_AGENCY2,"Stop recruiting"
MSI_STOP_RECRUITING,"Adventurer Agency Settings"
MSI_ADVEN_MEMO,"Note"
MSI_ADVEN_QUEST,"Quest"
MSI_ADVEN_FIELD,"Field"
MSI_ADVEN_DUNJUN,"Dungeon"
MSI_ADVEN_MD,"MD"
MSI_ADVEN_EDEN_GROUP,"Paradise"
MSI_ADVEN_ETC,"Other"
MSI_ADVEN_SEARCH,"Search"
MSI_ADVEN_RESET,"Reset"
MSI_ADVEN_JOIN_PARTY,"Registration for Party"
MSI_ADVEN_PURPOSE,"Purpose"
MSI_ADVEN_WARNING_TEXT,"* Please respect the rules of the server."
MSI_ADVEN_REGISTER,"Register"
MSI_INCLUDE_BAD_WORD,"Contains words that cannot be used."
MSI_ASK_JOIN,"Join"
MSI_CHAT_WITH_PARTYMASTER,"PM"
MSI_STOP_RECRUITING_PARTY,"Cancel Recruitment"
MSI_ADVEN_REWRITE,"Edit"
MSI_ALL_AREA,"All"
MSI_REQUEST_PARTY,"[%s] has requested to join the party."
MSI_LOGIN,"Login"
MSI_ACCOUNT,"Account"
MSI_EXIT,"Exit"
MSI_APPLY,"Apply"
MSI_CONNECT,"Connect"
MSI_OK,"Confirm"
MSI_OTPWND_DESCRIPTION_1,"GNJOY MOTP downloaded to mobile phone"
MSI_OTPWND_DESCRIPTION_2,"Please enter the verification code."
MSI_PRIVATE_AIRPLANE_WARNNING_SELECT_NPC,"NPC will move to random coondinate of the map."
MSI_JOBNAME_TAEKWON,"Taekwon"
MSI_TO_BLOCK_WHISPER," is blocked."
MSI_TO_BLOCK_WHISPER_FAILED1," Failed to block."
MSI_TO_BLOCK_WHISPER_FAILED2," Failed to block.(Maximum number exceeded)"
MSI_TO_UNBLOCK_WHISPER," is unblocked."
MSI_TO_UNBLOCK_WHISPER_FAILED1," Failed to unblock."
MSI_TO_UNBLOCK_WHISPER_FAILED2," Failed to unblock.(Maximum number exceeded)"
MSI_NO_BLOCK_LIST,"There is no block list."
MSI_BLOCK_LIST,"-Block list-"
MSI_RENEW_QUEST_TAB_PROCESS,"Act"
MSI_RENEW_QUEST_TAB_BEST,"Rec"
MSI_RENEW_QUEST_TAB_HOLD,"Pen"
MSI_RENEW_QUEST_TITLE,"Quest information"
MSI_RENEW_QUEST_DETAIL_DESCRIPTION,"Description"
MSI_RENEW_QUEST_DETAIL_MONSTER,"Monster"
MSI_RENEW_QUEST_DETAIL_REWARD,"Reward"
MSI_RENEW_QUEST_DETAIL_EXP,"Base Exp"
MSI_RENEW_QUEST_DETAIL_JEXP,"Job Exp"
MSI_RENEW_QUEST_DETAIL_ITEM,"Item"
MSI_RENEW_QUEST_CHECK_TOOTIP1_ITEM,"Show/Hide"
MSI_RENEW_QUEST_CHECK_TOOTIP2_ITEM,"Hide"
MSI_RENEW_QUEST_CHECK_TOOTIP3_ITEM,"Display small quest window"
MSI_OTP_INPUT_TIME,"Input time"
MSI_SAVE_ID,"Save ID"
MSI_PASSWORD,"Password"
MSI_ID,"ID"
MSI_CREATE_RAG_ACCOUNT,"Sign Up"
MSI_PARTY_MASTER,"Leader"
MSI_CANNOT_APPLY_LEVEL,"You don't meet the required level to join the party."
MSI_ADVENTURER_AGENCY_REGIST_FAILED,"Failed to register for the Adventurer's Agency."
MSI_ADVENTURER_AGENCY_REGIST_SUCCESSED,"You're party has been registered in the Adventurer's Agency."
MSI_INPUT_SEARCH_TEXT,"Enter search details"
MSI_ADVEN_TANKER,"Tank"
MSI_BASIC_EXP_ZERO,"%.1f%% (+ %s server %.1f%%)"
MSI_EXPLAIN_CHAT_BLOCK,"/ex (Character name) or /block (Character name) : Block all chats and whispers from a character"
MSI_EXPLAIN_CHAT_UNBLOCK,"/in (Character name) or /release (Character name) : Allow all chats and whispers from a character"
MSI_EXPLAIN_CHAT_BLOCKLIST,"/ex or /block : Block all chats and whispers from a character"
MSI_EXPLAIN_CHAT_BLOCK_TO_ALL,"/exall or /Blockall : Block all chats and whispers from all characters"
MSI_EXPLAIN_CHAT_UNBLOCK_TO_ALL,"/inall or /Releaseall : Allow all chats and whispers from all characters"
MSI_REFUSE_CHAT_TO_EVERYONE,"Blocked all chats and whispers from all characters"
MSI_FAILED_TO_ALL_CHAT_PERMIT,"Failed to block all chats and whispers from all characters"
MSI_PERMIT_CHAT_TO_EVERYONE,"Allowed all chats and whispers from all characters"
MSI_FAILED_TO_ASK_ALL_CHAT,"Failed to allow all chats and whispers from all characters"
MSI_OPENING,"Opening"
MSI_DO_YOU_WANT_TO_BACK_LOGINWND,"Do you want to return to the login screen?"
MSI_ENST_SHOUT2,"STR and ATK increased."
MSI_ENST_BLESSING2,"STR, INT, DEX and HIT increased."
MSI_ENST_ANGELUS2,"HP and DEF increased."
MSI_CASHSHOP_TAB_JELLSTAR,"Gelstar"
MSI_CASHSHOP_TAB_EFST_AID,"Account Buff"
MSI_CASHSHOP_TAB_PREMIUM_SERVICE,"Fixed service"
MSI_REFUSE_RETRY_CONNECT_AC,"Your connection is currently delayed. You can connect again later."
MSI_REFUSE_RETRY_CONNECT_TC,"Your connection is currently delayed, Please reconnect again later."
MSI_CANNOT_FIND_NAME_THAT_CONTAINS_BADWORDS,"Name with bad words can not be searched."
MSI_THE_PARTY_MASTER_CANNOT_BE_REQUESTED,"The party master cannot accept the request."
MSI_NO_PARTY_FOUND,"No party can be found."
MSI_ADVEN_DEARER,"Dealer"
MSI_WEB_ADDRESS_FOR_RESTART,"http://rathena.org"
MSI_QUESTWND_HIGHER,"UP"
MSI_QUESTWND_LOWER,"DOWN"
MSI_FRIEND_ALREADY_FRIEND,"You're already friends"
MSI_FRIEND_CAN_NOT_FIND,"Can't find other party"
MSI_FRIEND_ALREADY_JOINING,"You're already a friend with another character."
MSI_SPRITEMABLE_ON,"Sprite Marble effect is ON"
MSI_SPRITEMABLE_OFF,"Sprite Marble effect is OFF"
MSI_BAN_BLOCK_CHARCTER_SERVER_SECOND_PASSWORD,"This account has limited in-game access due to a secondary password mis-input. \n %02d hour %02d minute until released, To release it go to -> Change personal information -> and enter your secondary password."
MSI_SECOND_PASSWORD_INFO_5,"You've entered wrong password 3 times. Your account will be locked for 24 hours to secure your account.\n To release it go to -> Change personal information -> and enter your secondary password."
MSI_CHECK_ATTENDANCE_RODEX_SENDER,"Officer"
MSI_CHECK_ATTENDANCE_RODEX_CONTENTS,"Day %d attendance reward."
MSI_ACCOUNTLINKEDUSERDATA_LOAD_FAIL,"There was an error when loading the data account settings. (Please restart to retry.)"
MSI_USESKILL_FAIL_NOT_PARTY_MEMBER,"This skill can only be used when in party."
MSI_ADVENTURER_AGENCY_RECRUIT_STOP,"Party recruitment has been canceled."
MSI_CANNOT_OFFER_GUILD_EXP_MAX_RATE,"Guild experience can be accumulated up to %d%%."
MSI_CANNOT_OFFER_GUILD_EXP_MAX_LEVEL,"Guild level is at maximum, you can no longer contribute to guild exp."
MSI_FORCED_WEB_LOGIN,"To keep your account secure, please login to MOTP homepage.\nPlease try to log in to the home page."
MSI_INC_ATTACKDAMAGE_ABILITYPOWER,"Physical attack and magical attack have been improved."
MSI_DEC_ATTACKDAMAGE_ABILITYPOWER,"Physical attack and magical attack have been reduced."
MSI_CHECK_ATTENDANCE_REWARD,"Server %s Attendance Reward"
MSI_CHECK_ATTENDANCE_DATE_INFO,"Event period: %02d/%02d ~ %2d/%2d 24:00"
MSI_CHECK_ATTENDANCE_DATE_COUNT,"Day %d"
MSI_CHECK_ATTENDANCE_CHECK_BEFORE,"Click the item to claim day %d reward"
MSI_CHECK_ATTENDANCE_CHECK_AFTER,"You have claimed day %d reward"
MSI_CHECK_ATTENDANCE_DDAY,"Day"
MSI_DATE_DAY,""
MSI_CHECK_ATTENDANCE_FAIL_RESTART,"Attendance check failed. Please try again."
MSI_CHECK_ATTENDANCE,"Attendance check"
MSI_CHECK_ATTENDANCE_NOT_EVENT,"Currently there is no attendance check event."
MSI_CAN_NOT_OFFER_EXP_TO_GUILD_MAX_LV,"Guild experience reaches max, You can no longer accumulate Guild EXP"
MSI_CAN_NOT_OFFER_EXP_TO_GUILD_MAX_EXP,"Character experience reaches max, You can no longer accumulate Guild EXP"
MSI_MESSAGEWND_TITLE,"Message"
MSI_SEND_TO_TWITTER_FAILED,"Failed to send message to twitter"
MSI_KEYWORD_FILTER,"Must at least 4 characters in English, or 2 characters in Hangul."
MSI_DISABLE_TAMINGMONSTER_MAP,"Monster taming is prohibited in this map."
MSI_RANK_LOADING,"Fetching rank..."
MSI_USESKILL_FAIL_NOT_PARTY_MASTER,"This skill can only be used when in party."
MSI_USESKILL_FAIL_ENSEMBLE_PARTYNER,"Partner's SP is insufficient or skill is disabled."
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL_TITLE,"Forced Closure of Your Stall"
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL_CONTENT,"Hello. This is the Game Master Team.\r\nYour part-time stall in question was forced to close after being found to be in violation of it's operating policy.\r\nIf you would like further confirmation, please submit a 1:1 inquiry with an available Game Master.\r\nThank you."
MSI_CAN_NOT_OFFER_EXP_LIMIT_RATE,"You can't enter value more than 50%."
MSI_CANNOT_CHANGE_PARTYMASTER,"Sent a request to join the party."
MSI_CANNOT_REGISTER_PARTY,"You can not register a party at an Adventurer's Agency."
MSI_ACCEPT,"Accept"
MSI_REFUSE,"Refuse"
MSI_ADVEN_HEALER,"Healer"
MSI_CANNOT_FIND_REQUEST_USER,"The character could not be found."
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL,"Close stall"
MSI_CANNOT_FIND_PARTYMASTER,"Unable to find applicable party."
MSI_CANNOT_JOIN_PARTY_BECAUSE_LOW_LEVEL,"You can not join the party because your job level is low."
MSI_INVALID_MAPPROPERTY_REQUEST_USER,"The current requestor is in an area where it's not possible to join the party."
MSI_EXCEEDED_NUMBER_OF_PARTYMEMBERS,"Party number exceeded."
MSI_JOIN_ACCEPT,"[%s]\'s party leader has approved your join request."
MSI_JOIN_REFUSE,"[%s]\'s party leader has rejected your join request."
MSI_ALREADY_JOINED_REQUEST_USER,"[%s] is already in the party."
MSI_JOIN_ACCEPT_REQUEST_USER,"[%s] accepted your party invitation."
MSI_JOIN_REFUSE_REQUEST_USER,"[%s] refused your party invitation."
MSI_REQUEST_REJECTED_BECAUSE_INVALID_MAPPROPERTY,"Since you can not receive party request, %s's party invitation has been rejected."
MSI_ADVENTURER_AGENCY_LIST,"Adventurer's Agency"
MSI_REQUEST_JOIN_PARTY,"Request to join the party"
MSI_NOT_PARTYMASTER_CANNOT_REGISTER_ADVENTURER_AGENCY,"If you are not a party leader, you can not register party at the Adventurer's Agency."
MSI_ADVENTURER_AGENCY_RECRUIT_STOP_FAILED,"You can not stop the party recruitment."
MSI_ADVEN_ASSIST,"Support"
MSI_EXPAND_SIGHT_OPTIONWND,"Zoom Out"
MSI_EXPAND_SIGHT_HELP,"%s : Zoom Out can be turned On Off"
MSI_EXPAND_SIGHT_ON,"Zoom Out is turned (On)"
MSI_EXPAND_SIGHT_OFF,"Zoom Out is turned (Off)"
MSI_EXPAND_SIGHT,"/zoom"
MSI_ADVENTURER_AGENCY,"Adventurer's Agency"
MSI_CANNOT_ASK_TO_JOIN_PARTY,"You can not request to join, if you are a party leader."
MSI_CHECK_LEVEL_BEFORE_REGISTER_AGENCY,"Registering at the Adventurer's Agency. Please wait."
MSI_CANNOT_MORE_SELECT_JOB,"You can no longer choose a job."
MSI_D0_NOT_RECEIVE_THE_USER_REQUEST_TODAY,"Block party request from this player."
MSI_PLEASE_REOPEN_LISTWND_AFTER_A_WHILE,"After a few moments, please re-open."
MSI_BEFORE_SIEGE_BLOCKMOVE_TIME,"This function is not available for %d minutes during WoE."
MSI_EXPAND_OBJALPHA,"/viewclear"
MSI_HALFALPHAOBJ_ON,"Translucent building ON"
MSI_HALFALPHAOBJ_OFF,"Translucent building OFF"
MSI_GRAPHIC_SETTING_OBJALPHA,"Building transparency"
MSI_FAILED_PET_TO_EGG_CLOSE_RODEX,"Failed to revert, please close the window."
MSI_EMBLEM_FRAME,"Emblem Frame"
MSI_EMBLEM_FRAME_DRAW_ON,"Emblem displayed with border"
MSI_EMBLEM_FRAME_DRAW_OFF,"Emblem displayed without border"
MSI_USESKILL_FAIL_NEED_EQUIPPED_WEAPONE,"No equipped weapon."
MSI_USESKILL_FAIL_EMPTY_SOUL_ENERGY,"Insufficient energy sphere."
MSI_ADDSKILL_FAIL_INCLUDE_SKILL_YOU_CANNOT_LEARN,"Contains skill (%s) that can't be learned."
MSI_DRAW_EMBLEM_FRAME_ONOFF,"/frame"
MSI_USESKILL_FAIL_GC_WEAPONBLOCK_ON,"After Weapon Blocking is triggered, possible skills are available for use for limited duration."
MSI_REFUSE_LOGIN_AUTH,"The username or password is incorrect."
MSI_RUSSIA_PERSONALINFO_EXP,"E X P : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_PERSONALINFO_DROP,"DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_PERSONALINFO_DEATH,"DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_CHAR_NAME_RULES,"Available in English or Russian only."
MSI_REFUSE_LOGIN_ACCESSTICKET,"You must have an Access Ticket to login."
MSI_ITEMSTORE_DOWNLOADING,"Loading Guild Storage."
MSI_ITEMSTORE_NOW_LOADING,"NOW LOADING..."
MSI_RODEX_BUTTON_DELETE,"Delete"
MSI_RODEX_BUTTON_ANSWER,"Reply"
MSI_RODEX_BUTTON_SEND,"Send"
MSI_RODEX_BUTTON_CONFIRM_ID,"Validate name"
MSI_RODEX_TAB_ADMIN,"Notice"
MSI_RODEX_TAB_DEFAULT,"General"
MSI_RODEX_TAB_RETURN,"Return"
MSI_RODEX_TAB_SEARCH,"Search"
MSI_FAILED_PET_AUTO_FEEDING_BY_ITEMACTION,"Failed to feed the pet. Pet in a state that can't be fed."
MSI_FAILED_HOMUN_AUTO_FEEDING_BY_ITEMACTION,"Failed to feed the homunculus. Homunculus in a state that can't be fed."
MSI_MSI_INVENTORY_TABNAME_4,"money"
MSI_BARTERITEM_NAME_COUNT,"%s %d ea"
MSI_EXCHANGED_FAILED,"Exchange failed."
MSI_EXCHANGED_SUCCEEDED,"Exchange successfuly completed."
MSI_NO_ITEM_FOR_EXCHANGE,"Not enough items to exchange."
MSI_ITEM_OUT_OF_STOCK,"The item has been sold and out of stock."
MSI_DEAD,"KO'ed"
MSI_PVP,"PvP"
MSI_INVENTORY_EXTEND_OF_BODYITEM,"Expand inventory limit"
MSI_INVENTORY_EXTEND,"Do you want to expand the maximum inventory limit by using ^0000ff%s^000000? It will expand from (^0000ff%d^000000) to (^0000ff%d^000000). ^ff0000Expanded inventory limit can't be reversed.^000000"
MSI_INVENTORY_EXTEND_FAILED,"Failed to expand the maximum possession limit."
MSI_INVENTORY_EXTEND_FAILED_ANOTHER_WORK,"To expand the inventory limit, please close other windows."
MSI_INVENTORY_EXTEND_FAILED_NO_ITEM,"Failed to expand the maximum inventory limit, insufficient required item."
MSI_INVENTORY_EXTEND_FAILED_MAX_OVER,"You can no longer expand your inventory limit."
MSI_INVENTORY_EXTEND_SUCCESS,"You have successfully expanded your inventory limit."
MSI_LIMIT_BUY_ITEM3,"You can't have more the same %d item at a time."
MSI_EXCEED_LIMITED_ITEMNUM,"It is not possible to purchase as it will exceeds the possession limit."
MSI_BUY_ONE_AT_A_TIME,"You can only buy one item at a time."
MSI_STAR_EMPEROR,"Star Emperor"
MSI_SOUL_REAPER,"Soul Reaper"
MSI_SAVE_HOTKEY_TO_SERVER,"The hotkey settings are stored on the server on normal exit."
MSI_TRANSLATE_CAPTURE_MONSTER,"Capture Monster"
MSI_TRANSLATE_MESSAGE,"Message"
MSI_TRANSLATE_TITLE,"TITLE"
MSI_EXTEND_DAMAGE_RANGE,"Expand Damage"
MSI_SHOW_NAME_OF_ENTERED_MAP,"Display Map Name"
MSI_SYSTEM_MSG_MERCHANTSHOP,"System Message: The current shop display function is in %s state. (/showshop)"
MSI_VSYNC,"Vertical Sync"
MSI_WEBSITE_LINK_BTN_TOOLTIP,"Material"
MSI_WEBSITE_LINK_ADDRESS,"http://rodata.zhaouc.com/renwu.html"
MSI_OUTSIDE_CASHSHOP_BTN_TOOLTIP,"Title"
MSI_LIMIT_FRAME,"Frame Limit"
MSI_USESKILL_FAIL_OVER_INSTALLATION,"If it exceeds %d it can no longer be installed."
MSI_NAVIGATION_DESTINATION,"Destination"
MSI_EMBLEM_UPLOAD_FAILED_BUSY,"Please try again in a few minutes."
MSI_EMBLEM_REGIST_FAILED_INCORRECT_SIZE,"This file cannot be registered."
MSI_RODEX_BUTTON_DELETE_SELECTED,"Delete Selection"
MSI_RODEX_BUTTON_DELETE_ALL,"Delete all"
MSI_RODEX_MESSAGE_DELETE_ALL,"Are you sure you want to delete all mails in the [%s] mailbox?"
MSI_RODEX_BUTTON_RECEIVE_SELECTED,"Retrieve selected"
MSI_RODEX_BUTTON_RECEIVE_ALL,"Retrieve all"
MSI_RODEX_MESSAGE_RECEIVE_SELECTED,"Would you like to retrieve the attachment of the selected email?"
MSI_RODEX_MESSAGE_RECEIVE_ALL,"Would you like to retrieve all attached items in the [%s] mailbox?"
MSI_HOTKEYWND_SKILLBAR2,"Hotkey Bar 2"
MSI_CHANGE_SKILLBER,"Switch Hotkey Bar"
MSI_HOTKEYGUIDEWND_LEFT,"??c"
MSI_HOTKEYGUIDEWND_UP,"??e"
MSI_HOTKEYGUIDEWND_RIGHT,"????"
MSI_HOTKEYGUIDEWND_DOWN,"??e"
MSI_HOTKEYGUIDEWND_APPS,"??C"
MSI_HOTKEYGUIDEWND_BACK,"??c"
MSI_WARNINGMSG_LOADING,"This window cannot be closed while loading."
MSI_USESKILL_FAIL_SPELLBOOK_NONE,"There is no Magic Spellbook available."
MSI_USE_WORLDMAP_WITH_PERIOD_MSG1,"Items used during movement cannot be exchanged."
MSI_USE_WORLDMAP_WITH_PERIOD_MSG2,"I purchased a free pass"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG3,"While using the free pass, no related items are consumed."
MSI_BTN_MESSAGE_APPLY,"Apply"
MSI_BTN_MESSAGE_STOP,"Stop"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG4,"Free Movement"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG5,"%d hours, %s %d"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG6,"Using Free Pass"
MSI_ADVANCED_STATUS,"Trait Status"
MSI_DESC_POW,"Power: ^66cc33Status ATK^ffffff and ^66cc33P.ATK^ffffff"
MSI_DESC_STA,"Stamina: ^66cc33Physical Resistance^ffffff"
MSI_DESC_WIS,"Wisdom: ^66cc33Magical Resistance^ffffff"
MSI_DESC_SPL,"Spell: ^66cc33Status MATK^ffffff and ^66cc33S.MATK^ffffff"
MSI_DESC_CON,"Concentration: ^66cc33HIT, FLEE, P.ATK^ffffff and ^66cc33S.MATK^ffffff"
MSI_DESC_CRT,"Creative: ^66cc33H.Plus^ffffff and ^66cc33C.RATE^ffffff"
MSI_DESC_ADV_STATUS_POWER_ATK,"Final Physical Damage"
MSI_DESC_ADV_STATUS_SPELL_MATK,"Final Magic Damage"
MSI_DESC_ADV_STATUS_STAMINA_RESIST,"Physical Resistance"
MSI_DESC_ADV_STATUS_WISDOM_MRESIST,"Magical Resistance"
MSI_DESC_ADV_STATUS_CREATIVE_HEALPULS,"Heal Plus"
MSI_DESC_ADV_STATUS_CREATIVE_CRIDAMAGE_RATE,"Critical Damage Rate"
MSI_DESC_ADV_POINT,"Trait Points available"
MSI_BASICINFO_JOBLEVEL2,"J.Lv"
MSI_BASICINFO_AP,"AP"
MSI_GUILD_AGIT_MOVE_AGIT,"Go to destination"
MSI_GUILD_AGIT_INVESTMENT_INFO,"Commercial/Defense Check"
MSI_GUILD_AGIT_ARE_YOU_MOVE_AGIT,"Would you like to move to %s Management Territory?\n%d Zeny will be consumed with every move.\n(%d Zeny will be consumed during WoE times.)"
MSI_GUILD_AGIT_SHOW_INVESTMENT_INFO,"\nManagement Territory: %s\n	\nDefense: %d / %d\nCommercial: %d / %d"
MSI_GUILD_AGIT_MOVE_FAIL_MAP,"This feature is not available in WoE territory."
MSI_NOT_LEARN_BASIC_SKILL,"This character has not acquired Basic Skills skill."
MSI_BAN_IP_BLOCK_FOR_ZERO,"The connected IP cannot be used for Ragnarok:Zero.\nPlease contact the customer center or homepage."
MSI_TOOLTIP_OF_OPTIONOFF_BTN,"Mounting/Dismounting"
MSI_MCSTORE_BACKUP,"Import"
MSI_MCSTORE_BACKUP_TOOLTIP,"Get the item information registered in the previous stall."
MSI_BAN_LOGIN_IS_RESTRICTED,"Login is restricted due to server issues."
MSI_GUILD_AGIT_AGIT_MESSAGE,"Message"
MSI_WARNING_UNDER_AGE_MSG1,"You can play only with +18 or higher."
MSI_WARNING_UNDER_AGE_MSG2,"We don't recommend playing over 3 hours."
MSI_USESKILL_FAIL_AP_INSUFFICIENT,"You don't have enough AP."
MSI_LAPINE_FAIL_REFINING_LEVEL_OVERFLOW_NEEDED,"It cannot be combined due to it's high refine level."
MSI_LAPINE_WARNING_REFINING_LEVEL_HIGHER_THAN_NEEDED,"The refine level is higher than required for the combination."
MSI_LAPINE_WARNING_HAS_CARD_OR_ENCHANTED,"A card is inserted or it's enchanted."
MSI_ITEM_COUNT_INFINITY,"??A"
MSI_ITEMSHOP_CURRENCY,"Z"
MSI_PURCHASEWND_TOTAL,"Total : %s Zeny"
MSI_ACCOUNT_LIMITED_TOOL_TITLE,"Limited Account Sales Registration Window"
MSI_ACCOUNT_LIMITED_DB_NAME,"Item DB Name"
MSI_ACCOUNT_LIMITED_TOOL_DB_NUMBER,"Item DB Number"
MSI_ACCOUNT_LIMITED_TOOL_SELL_COUNT,"Number of Sale"
MSI_ACCOUNT_LIMITED_TOOL_SELL_STARTTIME,"Sale Start Time"
MSI_ACCOUNT_LIMITED_TOOL_SELL_ENDTIME,"End of Sale"
MSI_ACCOUNT_LIMITED_SALE_ITEM,"Account Limited"
MSI_ACCOUNT_LIMITED_SALE_ITEM_START_DATE,"Sales Period: %02d/%02d %02d:%02d"
MSI_ACCOUNT_LIMITED_SALE_ITEM_NUM,"Available per account"
MSI_ACCOUNT_LIMITED_SALE_ITEM_LIMIT_NUM,"Limit: %d each"
MSI_ACCOUNT_LIMITED_TOOL_RESULT_FORMAT,">> ItemName: %s / Quantity: %d / Sales Period: %d month:%d day:%d hour:%d minutes ~ %d month:%d day:%d hour:%d minutes"
MSI_ACCOUNT_LIMITED_SALE_ITEM_SOLD_OUT,"Sold Out"
MSI_MAP_PROPERTY_DISABLE_CALLED,"[%s] is currently in a non-summonable area."
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_DATE,"~ %d month/%d day %d:%d"
MSI_ACCOUNT_LIMITED_SALE_ITEM_DONT_MOVE_CART,"No more products can be added"
MSI_CANNOT_EXCHANGE_ITEMS,"Equipped items cannot be exchanged. Please try after unequipping it."
MSI_QUIT_EXIT_AFTER_GUILD_CLOSE,"You cannot go to the character selection window while using the guild warehouse."
MSI_HAVE_ITEMTAG,"It cannot be used because it contains an Item Tag."
MSI_MONSTER_MONSTERINFO,"Monster"
MSI_UNKNOWN_MONSTERINFO,"Unknown"
MSI_UNDEAD_MONSTERINFO,"Undead"
MSI_ANIMAL_MONSTERINFO,"Animal"
MSI_PLANT_MONSTERINFO,"Plant"
MSI_INSECT_MONSTERINFO,"Insect"
MSI_MARINE_MONSTERINFO,"Marine"
MSI_DEVIL_MONSTERINFO,"Devil"
MSI_HUMAN_MONSTERINFO,"Human"
MSI_ANGEL_MONSTERINFO,"Angel"
MSI_DRAGON_MONSTERINFO,"Dragon"
MSI_NC_CASH_INNOVA,"Balance: %s %c"
MSI_BUY_RECONFIRM_CASHSTRINGFMT," ^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used for purchase will not be returned upon withdrawal of subscription. ^000000Are you sure you want to purchase the item? %s Cash will be deducted when purchasing."
